text,sentiment
 Sure . So what about you ? Do you have any hobbies ? ,Positive
Nails became miserable with anxiety . ,Negative
 I'm tired of your cut-and-dried opinions . Who do you think you are ! ,Negative
When I realized that it was impossible for me to be as free as I had imagined and that I could not do anything about it.,Negative
My last genetics midterm - a decent grade.,Positive
 I'm worried that everything will be chaotic ! ,Negative
 I don ’ t think you ’ re right there . ,Neutral
Finding out that a boy I do not like is in love with me.,Negative
Women traditionally show their grief more than men . ,Negative
 What is it ? ,Neutral
John Parsons in Nice is saddened to see the former world No 1 humbled in another comeback attempt at the age of 35 ,Negative
 Yes . ,Neutral
"` How pleased your uncle will be , "" said Finn , loitering for hot shaving water . ",Positive
 I hope so . ,Neutral
When I met my girlfriend - I had not counted on that.,Positive
"I do feel like a trip to Florida on such a gloomy day in New York , to enjoy the sunshine while lying on the beaches of Florida . ",Positive
" With everything , with everybody , with all this ! ",Negative
"The first day that I was close to a dead body, in my third year at university, school of medicine.",Negative
The Oracle clearly becomes very anxious about this and demands to know their business . ,Negative
Ah ! No ! Damn it ! ,Negative
 Why ? ,Neutral
And even those could be put down to excessive grief at the loss of his wife . ,Negative
 Why ? ,Neutral
" I understand , sir . I ’ ll bring a doctor ’ s note in tomorrow . I am sorry , Mr . Douglas . ",Negative
I'm back . ,Neutral
 So am I going to see you at the party ? ,Positive
I was nearly knocked down while I was cycling.,Negative
" If you ask me , it's a walking invitation ! ",Neutral
Got through first semester University.,Positive
 China . ,Neutral
"When I got the midterm exam results, the results were below average and were near the lowest.  I was scared of the final exam.",Negative
"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",Negative
 Why not ? ,Neutral
 Exactly ! ,Neutral
I had not eaten anything for 2 days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time.,Negative
 All right . ,Neutral
She nearly gasped with dismay at the shock that shivered down into her tummy . ,Negative
Alone in the house (late 8pm) I heard noises. Sounded like someone was trying to get in our back door.,Negative
 Not much . ,Neutral
"Last night Mr Smith said : ` We are mad with this programme , and especially with Barth . ",Negative
"The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad about the plan . ",Negative
"In the house where I live there is a new flatmate. His friends unfortunately are the dirt of society, intelligent, fashionable, rich and bored. At a party recently they were doing things I didn't like done in my house. I felt angry at them.",Negative
 We should come here more often . ,Positive
You didn't show up to my performance last night ! Some kind of friend you are ! ,Negative
When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.,Negative
The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.,Negative
"He was a professional musician now , still sensitive and happy doing something he loved . ",Positive
 I enjoy oil painting . I learned it in one of my extra classes in college . ,Positive
"I am one of four directors of a company. We inherited land held by our family - ours is the 5th generation. A democratic decision was made to stop and close an area of mangroves.""",Negative
 Yeah . I heard a lot about it . Is it really that fun ? ,Neutral
" I had the same feeling when I first came to work here . but after a period of time , I feel better , I am sure you ' ll get used to this busy job . ",Neutral
My mother was ill and my father was not at home.,Negative
"@LaterAllieGator fear comes when you project scenarios into the future, live here and abide in the unfolding present moment  ",Negative
"When my daughter gave her solo dance performance in Poona and there was a big applause, I was overjoyed.",Positive
If you  someone tell him or her. Forget about the rules or the of looking ridiculous.,Negative
He looked very sad . ,Negative
" You ’ re unbearable ; you can walk home , I ’ m leaving . ",Negative
 Thanks . I just got back from summer camp . ,Positive
 Is it the same in Korea ? ,Neutral
When I was ill and had to stay at the hospital for a period of time.  ,Negative
When I qualified for form I.  I was one of the three pupils who qualified for form I that year.,Positive
" sometimes it is . But after working for a few weeks , it ’ s easy to figure out . ",Neutral
When I went to see the result of an exam and saw that I had failed.,Negative
I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house.,Negative
Not doing well in an exam.,Negative
When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.,Negative
" It is a long story . Basically , she thought I had laughed at her while I didn't . ",Negative
"For a girl brought up in a Christian Science home there was a certain frightening kind of excitement about medicine , like drink for a teetotaller ; but otherwise she found the work harrowing and repellent . ",Positive
